index	t вып-обр	t обработка	t под током	t продувка	ПСН гр.	чист расход C	чист расход Cr	чист расход Mn	чист расход Si	чист расход V	температура первая	температура последняя	Ar (интенс.)	N2 (интенс.)	эл. энергия (интенс.)	произв жидкая сталь	расход газ Ar	расход газ  N2	расход C пров.	сыпуч кварцит	сыпуч кокс пыль УСТК	сыпуч  кокс. мелочь (сух.)	сыпуч  кокс. мелочь КМ1	сыпуч  шпат плав.	ферспл CaC2	ферспл FeMo	ферспл FeSi-75	ферспл FeV азот.	ферспл  FeV-80	ферспл  Mn5Si65Al0.5	ферспл  Ni H1 пласт.	ферспл SiMn18	ферспл  ферванит	ферспл  фх850А	эл. энергия	химсталь первый Al_1	химсталь первый C_1	химсталь первый Cr_1	химсталь первый Cu_1	химсталь первый Mn_1	химсталь первый Mo_1	химсталь первый N_1	химсталь первый Ni_1	химсталь первый P_1	химсталь первый S_1	химсталь первый Si_1	химсталь первый Ti_1	химсталь первый V_1	химсталь последний Al	химсталь последний C	химсталь последний Ca	химсталь последний Cr	химсталь последний Cu	химсталь последний Mn	химсталь последний Mo	химсталь последний N	химсталь последний Ni	химсталь последний P	химсталь последний S	химсталь последний Si	химсталь последний Ti	химсталь последний V	химшлак первый Al2O3_1	химшлак первый CaO_1	химшлак первый FeO_1	химшлак первый MgO_1	химшлак первый MnO_1	химшлак первый R_1	химшлак первый SiO2_1	химшлак последний Al2O3	химшлак последний CaO	химшлак последний FeO	химшлак последний MgO	химшлак последний MnO	химшлак последний R	химшлак последний SiO2
1105	0.28888888888888886	0.11766822598056854	0.25143184536082475	0.13925757681322198	0.16901807185846204	0.6759241081444919	0.5654021086636486	0.7027970814013325	0.35965027623952117	0.5366477073049413	0.50625	0.43119266055045874	0.5859612799340516	0.0	0.17280265986704255	0.21367521367521367	0.35381185359509504	0.0	0.0	0.0	0.07097386873389198	0.0	0.641548714367795	0.3795774747860563	0.25	0.0	0.0	0.0	0.5415583434914403	0.27629311361986597	0.0	0.6774363624047025	0.0	0.5638948205199771	0.2136908854763542	0.3333333333333333	0.3650519031141867	0.4322344322344323	0.6379310344827586	0.3451612903225809	0.28571428571428575	0.4615384615384615	0.45762711864406774	0.19999999999999996	0.30555555555555564	0.7037037037037036	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.6266666666666668	0.0527677782278637	0.5148514851485145	0.6396396396396398	0.7731958762886595	0.28571428571428564	0.5	0.4615384615384616	0.25	0.39999999999999997	0.5136986301369859	0.3333333333333333	0.07500000000000005	0.1698858282280333	0.5503875968992249	0.049618320610687015	0.3192182410423453	0.08292682926829266	0.18918918918918917	0.7004572056876849	0.5647905902293392	0.6550632911392406	0.09090909090909091	0.20249221183800623	0.035460992907801414	0.38461538461538475	0.7660164529055256
1106	0.3888888888888889	0.09307904534005038	0.16323024054982818	0.11015686008798965	0.1182482140826779	0.6460763966793808	0.40194714953272	0.4564685979287972	0.30723697966627084	0.5169174456765626	0.51875	0.41284403669724773	0.3277725394274508	0.0	0.18646752995035215	0.18660968660968652	0.16182572614107882	0.0	0.0	0.0	0.07097386873389198	0.0	0.6249317673517325	0.16917331406132766	0.25	0.0	0.0	0.0	0.5216556455701665	0.2747790824768114	0.0	0.44158338007695824	0.0	0.3998729609810305	0.1480632592253037	0.3333333333333333	0.39965397923875423	0.5567765567765567	0.6034482758620688	0.5387096774193548	0.28571428571428575	0.38461538461538464	0.44067796610169474	0.19999999999999996	0.16666666666666669	0.7152777777777777	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.7000000000000003	0.03841577486767981	0.4950495049504953	0.6216216216216217	0.6701030927835048	0.28571428571428564	0.6000000000000001	0.44444444444444436	0.25	0.32	0.5753424657534243	0.3333333333333333	0.10000000000000007	0.16150443209548795	0.36240310077519383	0.0267175572519084	0.28013029315960913	0.08292682926829266	0.18918918918918917	0.5136988046697648	0.579118471064889	0.6582278481012659	0.09090909090909091	0.1900311526479751	0.035460992907801414	0.4615384615384614	0.6880457347021314
1107	0.1111111111111111	0.12666426772220224	0.10194730927835048	0.1499041805451197	0.07559483853515807	0.7069918106349563	0.5288651177990881	0.5829088086358003	0.3822322912467747	0.5451604967641127	0.75625	0.3486238532110092	0.44820015182375766	0.0	0.1644937107223942	0.21794871937321925	0.2884746392518734	0.0	0.0	0.0	0.07097386873389198	0.0	0.6783433827605048	0.17456829254144887	0.25	0.0	0.0	0.0	0.5501450901284777	0.3277701724837249	0.0	0.5612440843461813	0.0	0.5272311107406832	0.0793796317518527	0.3333333333333333	0.3667820069204151	0.44688644688644674	0.560344827586207	0.43225806451612897	0.23809523809523808	0.38461538461538464	0.3305084745762712	0.19999999999999996	0.16666666666666669	0.6643518518518519	0.0	0.015384615384615384	0.20000000000000004	0.6333333333333335	0.02406377150749593	0.46534653465346504	0.5585585585585585	0.7216494845360821	0.23809523809523808	0.4000000000000001	0.3333333333333334	0.25	0.28	0.6095890410958901	0.3333333333333333	0.10000000000000007	0.16710843535245778	0.5058139534883721	0.06870229007633587	0.39739413680781766	0.1317073170731707	0.18918918918918917	0.6560716607441427	0.5676714738773762	0.7215189873417722	0.09090909090909091	0.19937694704049844	0.04255319148936171	0.4615384615384614	0.7508509877974253
1109	0.18888888888888888	0.09349886074127385	0.24627720618556698	0.11065370173743294	0.2581567128080847	0.6979717298631367	0.5346341163566504	0.556479143019505	0.28193244795854366	0.519632941710776	0.2375	0.3853211009174312	0.13727150785749892	0.0	0.20733158009342179	0.17521367521367517	0.06361862884746391	0.0	0.7478991596638657	0.0	0.07097386873389198	0.0	0.6083148203356701	0.35260258238545006	0.25	0.0	0.0	0.0	0.5243956375875126	0.22481605475600713	0.0	0.5386993139766175	0.0	0.5330201175479401	0.24272289708915884	0.0	0.31487889273356395	0.42490842490842473	0.4655172413793104	0.4354838709677419	0.1904761904761905	0.4615384615384615	0.25423728813559315	0.06666666666666667	0.19444444444444448	0.6990740740740741	0.0	0.015384615384615384	0.20000000000000004	0.6466666666666668	0.08147178494823146	0.48514851485148486	0.4864864864864865	0.7628865979381452	0.19047619047619047	0.5	0.26495726495726496	0.18749999999999994	0.35999999999999993	0.5205479452054799	0.3333333333333333	0.14999999999999994	0.18338003114316884	0.558139534883721	0.03053435114503817	0.35504885993485347	0.16097560975609754	0.35135135135135137	0.4765910383643745	0.5843378047640615	0.7056962025316457	0.09090909090909091	0.17757009345794392	0.035460992907801414	0.4615384615384614	0.7459194552216786
1110	0.13333333333333333	0.09301907160849225	0.11741122680412365	0.11008588258782227	0.11779232947121533	0.6462867399596142	0.37117915722572165	0.37189202415035244	0.24788482223884428	0.5238785231161838	0.525	0.43119266055045874	0.5471845562563189	0.0	0.17430892738417655	0.21652421652421655	0.27454016225924316	0.0	0.0	0.0	0.07097386873389198	0.0	0.6284925417123174	0.22851807734266136	0.25	0.0	0.0	0.0	0.5286782235358842	0.2293581481851711	0.0	0.36180957723080936	0.0	0.36899825800899344	0.09893803957521582	0.3333333333333333	0.4083044982698961	0.5897435897435895	0.5517241379310346	0.6580645161290324	0.28571428571428575	0.2307692307692307	0.39830508474576265	0.4	0.22222222222222218	0.7615740740740738	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.7066666666666662	0.03841577486767981	0.47524752475247495	0.5495495495495495	0.7113402061855678	0.28571428571428564	0.6000000000000001	0.4017094017094017	0.375	0.24000000000000005	0.5684931506849319	0.3333333333333333	0.12500000000000008	0.17979383711457733	0.6046511627906977	0.011450381679389315	0.36156351791530944	0.053658536585365846	0.24324324324324326	0.6617482141199554	0.5788493453786252	0.3765822784810126	0.09090909090909091	0.21806853582554517	0.028368794326241138	0.4615384615384614	0.3908480225979794
1112	0.06666666666666667	0.10507376754228138	0.10309278350515466	0.12435233158856521	0.10284853054648807	0.6827344626430335	0.4250231437629687	0.376278247292437	0.27389423356735915	0.5296866298653201	0.6	0.3761467889908257	0.4324773194399023	0.0	0.1755889655280586	0.22222222222222213	0.23854276336161512	0.0	0.2016806722689076	0.0	0.07097386873389198	0.0	0.6439225639415183	0.22851807734266136	0.25	0.0	0.0	0.0	0.5345357655257226	0.25661070876015524	0.0	0.3652780034415115	0.0	0.4230289882100582	0.08732523493009398	0.3333333333333333	0.35813148788927335	0.5347985347985347	0.5344827586206897	0.6161290322580643	0.28571428571428575	0.30769230769230765	0.3728813559322034	0.4	0.2777777777777778	0.7106481481481481	0.0	0.015384615384615384	0.20000000000000004	0.666666666666667	0.0527677782278637	0.47524752475247495	0.5315315315315317	0.7938144329896917	0.28571428571428564	0.5	0.3760683760683762	0.43750000000000006	0.2	0.5410958904109585	0.3333333333333333	0.14999999999999994	0.1828571498163093	0.5213178294573645	0.0267175572519084	0.4592833876221498	0.3560975609756097	0.2702702702702702	0.5619828019593531	0.6011574794392381	0.4620253164556962	0.1363636363636364	0.4859813084112149	0.07801418439716312	0.4615384615384614	0.49368998789688956
1113	0.1111111111111111	0.09661748830514573	0.17697594501718214	0.1136347507823643	0.11035920904729422	0.6388689140677586	0.41733114568621915	0.4007819198613336	0.2510794142816803	0.4995174554085544	0.5125	0.4036697247706422	0.20500204247151302	0.0	0.18910247263022154	0.1638176638176638	0.10153588901963209	0.0	0.4453781512605043	0.0	0.07097386873389198	0.0	0.5750809263035451	0.16377833558120639	0.25	0.0	0.0	0.0	0.5041045943409457	0.22633008589906176	0.0	0.3895569869164264	0.0	0.41531031246704897	0.162502865001146	0.3333333333333333	0.39446366782006914	0.5421245421245421	0.5086206896551724	0.6322580645161288	0.23809523809523808	0.38461538461538464	0.2966101694915254	0.3333333333333334	0.25	0.7523148148148148	0.16666666666666669	0.030769230769230767	0.20000000000000004	0.5933333333333335	0.03841577486767981	0.48514851485148486	0.5225225225225225	0.9381443298969083	0.23809523809523808	0.5	0.2991452991452992	0.375	0.39999999999999997	0.650684931506849	0.3333333333333333	0.12500000000000008	0.195216753884601	0.5445736434108527	0.019083969465648856	0.5276872964169381	0.34146341463414626	0.24324324324324326	0.6281412664165927	0.5932717626389933	0.4968354430379748	0.18181818181818185	0.33956386292834884	0.049645390070921995	0.4615384615384614	0.5268233177451462
1117	0.15555555555555556	0.10687297589060812	0.13402061855670103	0.12648165233494474	0.10821112492315332	0.6074994390845861	0.4827131293385906	0.28147308881632044	0.23334102162277517	0.529301405191477	0.5375	0.42201834862385323	0.2807909595183815	0.0	0.19012559553871516	0.22649572649572636	0.15012076546726946	0.0	0.0	0.0	0.07097386873389198	0.0	0.5822024750247148	0.28786284062399514	0.25	0.0	0.0	0.0	0.5341474202004294	0.23390024161433512	0.0	0.2750989219632563	0.0	0.4809190562826276	0.12445564978225991	0.3333333333333333	0.4671280276816609	0.4908424908424907	0.5431034482758621	0.7322580645161292	0.1904761904761905	0.30769230769230765	0.30508474576271183	0.3333333333333334	0.16666666666666669	0.7685185185185185	0.16666666666666669	0.015384615384615384	0.4000000000000001	0.6466666666666668	0.03841577486767981	0.46534653465346504	0.5405405405405407	0.7319587628865988	0.14285714285714285	0.30000000000000004	0.2991452991452992	0.375	0.28	0.5753424657534243	0.3333333333333333	0.12500000000000008	0.2061768962222941	0.5077519379844961	0.011450381679389315	0.24429967426710097	0.024390243902439022	0.29729729729729726	0.48600696842532665	0.5911012508534857	0.5949367088607596	0.27272727272727276	0.292834890965732	0.04255319148936171	0.4615384615384614	0.6130292452305245
1140	0.12222222222222222	0.12672424145376035	0.2227949604810997	0.14997515804528708	0.2267438301112136	0.6794578752524121	0.5538641115485242	0.3135259418149572	0.24402630688346205	0.5238325664884269	0.4875	0.6238532110091743	0.410886069094447	0.0	0.24033059438965512	0.18091168091168094	0.2595064098594166	0.0	0.0	0.0	0.07097386873389198	0.0	0.6522310374495495	0.3741824963059351	0.25	0.0	0.0	0.0	0.5239965048920724	0.23844233504349915	0.0	0.3080489709649265	0.0	0.5523168069054633	0.2506685002674001	0.3333333333333333	0.3598615916955017	0.4102564102564101	0.36206896551724144	0.6741935483870969	0.14285714285714288	0.38461538461538464	0.25423728813559315	0.3333333333333334	0.22222222222222218	0.7615740740740738	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.7000000000000003	0.03841577486767981	0.48514851485148486	0.3603603603603604	0.6701030927835048	0.19047619047619047	0.4000000000000001	0.26495726495726496	0.375	0.32	0.5068493150684927	0.3333333333333333	0.14999999999999994	0.18207900450901737	0.5503875968992249	0.03053435114503817	0.3289902280130293	0.08292682926829266	0.2702702702702702	0.569523979416004	0.5679248091451287	0.5379746835443038	0.40909090909090917	0.34579439252336447	0.12056737588652482	0.30769230769230776	0.7354425426861692
1141	0.1111111111111111	0.10633321338611011	0.29524627835051553	0.12584285611103088	0.20715953634278803	0.6464339802557775	0.5884781028938973	0.24328609864396286	0.22114681974266506	0.5125218293981845	0.30625	0.6238532110091743	0.5837673814225104	0.0	0.21195587770430874	0.22364672364672367	0.32382176255651207	0.0	0.0	0.0	0.07097386873389198	0.0	0.6166232938437013	0.16917331406132766	0.25	0.0	0.0	0.0	0.5126805536078359	0.2293581481851711	0.0	0.24041465985623506	0.0	0.587050847749005	0.29406371762548705	0.3333333333333333	0.3615916955017301	0.39194139194139194	0.5086206896551724	0.7483870967741937	0.1904761904761905	0.38461538461538464	0.6186440677966102	0.46666666666666673	0.22222222222222218	0.7499999999999998	0.16666666666666669	0.030769230769230767	0.20000000000000004	0.5933333333333335	0.03841577486767981	0.5049504950495052	0.5135135135135135	0.7216494845360821	0.23809523809523808	0.30000000000000004	0.623931623931624	0.5	0.39999999999999997	0.5479452054794517	0.6666666666666666	0.12500000000000008	0.18110035016245044	0.42054263565891475	0.05725190839694656	0.22475570032573292	0.09268292682926828	0.29729729729729726	0.4071208234506901	0.5972506240363914	0.49050632911392406	0.1363636363636364	0.16822429906542055	0.028368794326241138	0.5384615384615384	0.42311310617734893
1143	0.12222222222222222	0.1447163249370277	0.2941008024054983	0.1712683655090825	0.10284853054648807	0.6717733340812206	0.5230961192415259	0.3803891328793812	0.27318073156588907	0.5351433035786696	0.3125	0.45871559633027525	0.5212354839260859	0.0	0.2205824417250697	0.2179487179487179	0.34904316591317264	0.0	0.0	0.0	0.07097386873389198	0.0	0.6451094887283797	0.16377833558120639	0.25	0.0	0.0	0.0	0.5353124561763088	0.25509667761710053	0.0	0.37221485586291575	0.0	0.5214421039334262	0.30231492092596834	0.3333333333333333	0.347750865051903	0.4395604395604394	0.4396551724137932	0.6516129032258066	0.523809523809524	0.38461538461538464	0.7711864406779659	0.3333333333333334	0.25	0.7523148148148148	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.6000000000000002	0.02406377150749593	0.5049504950495052	0.4864864864864865	0.7628865979381452	0.5714285714285714	0.5	0.8119658119658121	0.375	0.5200000000000001	0.5479452054794517	0.3333333333333333	0.14999999999999994	0.19544771546142978	0.5930232558139535	0.041984732824427475	0.30293159609120524	0.08780487804878047	0.29729729729729726	0.5648132605942086	0.5738961161105126	0.449367088607595	0.09090909090909091	0.37383177570093457	0.049645390070921995	0.30769230769230776	0.6223536984426323
1147	0.28888888888888886	0.08816120906801009	0.21420389518900346	0.10433671657259753	0.3176328249801644	0.6280499775633834	0.5461721134717746	0.39608337352237366	0.20251385508795908	0.4934160372410885	0.3	0.43119266055045874	0.47192818160328504	0.0	0.23051264991229303	0.12962962962962954	0.22651266489131103	0.0	0.0	0.0	0.07097386873389198	0.0	0.5976324972539155	0.22312309886254011	0.25	0.0	0.0	0.0	0.49356533370729555	0.1748530270352029	0.0	0.3895569869164264	0.0	0.5445981311624539	0.2330964932385973	0.3333333333333333	0.3564013840830449	0.39926739926739907	0.4913793103448276	0.5741935483870965	0.28571428571428575	0.4615384615384615	0.4491525423728813	0.3333333333333334	0.3611111111111111	0.7731481481481479	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.5533333333333335	0.03841577486767981	0.5049504950495052	0.4864864864864865	0.7628865979381452	0.3333333333333333	0.6000000000000001	0.45299145299145305	0.375	0.48000000000000004	0.5958904109589046	0.3333333333333333	0.14999999999999994	0.1770370160488689	0.4748062015503877	0.011450381679389315	0.3224755700325733	0.09268292682926828	0.2702702702702702	0.5092706978764894	0.5721866047488005	0.6044303797468354	0.18181818181818185	0.41744548286604355	0.1276595744680851	0.30769230769230776	0.8127585917447434
1148	0.18888888888888888	0.1080124746311623	0.22336769759450173	0.12783022228293986	0.20569706109297614	0.6285758357639668	0.5288651177990881	0.20970039627118728	0.23094184419789227	0.5238325664884269	0.66875	0.5321100917431193	0.2900787966460268	0.0	0.20078914606352471	0.21937321937321924	0.1631107945748436	0.0	0.0	0.0	0.07097386873389198	0.0	0.602380196401362	0.2824678621438738	0.25	0.0	0.0	0.0	0.5239965048920724	0.2475265219018272	0.0	0.20746461085456497	0.0	0.5272311107406832	0.2150660860264344	0.3333333333333333	0.41868512110726636	0.45787545787545775	0.5689655172413793	0.7838709677419353	0.28571428571428575	0.38461538461538464	0.3728813559322034	0.7333333333333333	0.3333333333333333	0.7662037037037036	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.726666666666667	0.0527677782278637	0.5049504950495052	0.5495495495495495	0.6494845360824738	0.28571428571428564	0.4000000000000001	0.3760683760683762	0.6249999999999999	0.6	0.5616438356164388	0.3333333333333333	0.12500000000000008	0.19709766087597977	0.5736434108527132	0.0267175572519084	0.40716612377850164	0.03414634146341462	0.35135135135135137	0.4843381314704364	0.5607704913045372	0.6772151898734177	0.18181818181818185	0.24299065420560745	0.06382978723404255	0.30769230769230776	0.8774774641520537
1149	0.24444444444444444	0.09056015365239295	0.21935853436426114	0.1071758110430583	0.20569706109297614	0.6456977787749608	0.5711711072212108	0.40783795840127035	0.17844663500815894	0.4945906345799294	0.35	0.44036697247706424	0.5191821707348151	0.0	0.23181699239603112	0.15527065527065514	0.25538799777048365	0.0	0.0	0.0	0.07097386873389198	0.0	0.6142494442699781	0.28786284062399514	0.25	0.0	0.0	0.0	0.494741157053322	0.1460864353171641	0.0	0.4016964786538838	0.0	0.5696838273272341	0.2394376957750783	0.3333333333333333	0.3823529411764705	0.39926739926739907	0.5344827586206897	0.5774193548387098	0.3333333333333334	0.5384615384615385	0.5084745762711863	0.3333333333333334	0.3611111111111111	0.8009259259259259	0.16666666666666669	0.030769230769230767	0.20000000000000004	0.766666666666667	0.02406377150749593	0.5049504950495052	0.5315315315315317	0.6701030927835048	0.3333333333333333	0.5	0.5213675213675214	0.375	0.5200000000000001	0.5068493150684927	0.3333333333333333	0.14999999999999994	0.20725380965151333	0.4844961240310079	0.03435114503816794	0.2931596091205212	0.09268292682926828	0.29729729729729726	0.47253466476197814	0.5924298613069285	0.3639240506329114	0.18181818181818185	0.26791277258566976	0.12056737588652482	0.4615384615384614	0.39340465280286263
1150	0.2	0.11293031090320259	0.20933562542955325	0.13365036579833198	0.20569706109297614	0.6166704061027598	0.43656114087809317	0.21481811321648012	0.2822018973548693	0.5019991133074175	0.49375	0.3853211009174312	0.23188004740409499	0.0	0.1876947655060523	0.16239316239316226	0.13589211618257258	0.0	0.0	0.0	0.6628189998314433	0.0	0.16915264919687592	0.29325781910411636	0.25	0.0	0.0	0.0	0.5021520803443329	0.3020316430517954	0.0	0.21093303706526706	0.0	0.4346070018245721	0.19046527618611048	0.3333333333333333	0.44636678200692037	0.5274725274725274	0.4827586206896552	0.7806451612903225	0.1904761904761905	0.38461538461538464	0.2966101694915254	0.5333333333333333	0.30555555555555564	0.7638888888888888	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.6066666666666661	0.08147178494823146	0.4950495049504953	0.4594594594594595	0.6804123711340214	0.23809523809523808	0.4000000000000001	0.2991452991452992	0.5	0.6	0.5821917808219175	0.3333333333333333	0.14999999999999994	0.24539002172785326	0.618217054263566	0.03435114503816794	0.30293159609120524	0.16097560975609754	0.3243243243243243	0.5699285078587206	0.5947919143560922	0.5569620253164557	0.31818181818181823	0.33644859813084105	0.17021276595744683	0.4615384615384614	0.5995769884227085
1151	0.2777777777777778	0.09415857034904643	0.17697594501718214	0.1114344525358174	0.20569706109297614	0.5348538815346646	0.48463612885777796	0.2014183521996561	0.19297319086286321	0.516813367431349	0.4875	0.4036697247706422	0.48695758696068137	0.0	0.21682144290468575	0.19943019943019943	0.24642348423855823	0.0	0.0	0.0	0.07097386873389198	0.0	0.5074262134524335	0.2824678621438738	0.25	0.0	0.0	0.0	0.5169739269263547	0.20816171218240567	0.0	0.2005277584331607	0.0	0.48284872521837996	0.18481167392466957	0.3333333333333333	0.5155709342560553	0.47985347985347976	0.5000000000000001	0.7999999999999998	0.1904761904761905	0.38461538461538464	0.44067796610169474	0.5333333333333333	0.22222222222222218	0.8032407407407407	0.33333333333333337	0.030769230769230767	0.20000000000000004	0.7133333333333336	0.06711978158804759	0.5049504950495052	0.5045045045045046	0.7216494845360821	0.19047619047619047	0.4000000000000001	0.44444444444444436	0.5625	0.44	0.6164383561643832	0.3333333333333333	0.14999999999999994	0.1632539616321946	0.5872093023255814	0.015267175572519085	0.32573289902280134	0.07317073170731707	0.29729729729729726	0.5720436604860296	0.5657194377454533	0.6930379746835442	0.18181818181818185	0.22741433021806853	0.04255319148936171	0.4615384615384614	0.7223113085643686
1158	0.03333333333333333	0.12300587765383234	0.23052691924398627	0.14557456197805743	0.27022359149695335	0.6882642472515146	0.5578040791497912	0.4706971112882074	0.369932465203305	0.5339781678984845	0.54375	0.47706422018348627	0.37259942701751736	0.0	0.2024139013419263	0.22079772079772078	0.23462562705146464	0.0	0.0	0.0	0.07097386873389198	0.0	0.6581656613838576	0.22193937909839398	0.25	0.0	0.0	0.0	0.5341474202004294	0.33988242162816223	0.0	0.4571912980251177	0.0	0.5638948205199771	0.22324088929635572	0.0	0.370242214532872	0.42857142857142844	0.5086206896551724	0.532258064516129	0.23809523809523808	0.4615384615384615	0.3305084745762712	0.26666666666666666	0.25	0.6574074074074072	0.0	0.015384615384615384	0.20000000000000004	0.6466666666666668	0.0527677782278637	0.5346534653465344	0.5135135135135135	0.7938144329896917	0.23809523809523808	0.5	0.3333333333333334	0.31250000000000006	0.48000000000000004	0.5205479452054799	0.3333333333333333	0.12500000000000008	0.1777626532342652	0.4593023255813954	0.0916030534351145	0.49185667752442996	0.3853658536585365	0.21621621621621623	0.5801903172853037	0.5742147292020338	0.6424050632911393	0.2272727272727273	0.35202492211838	0.06382978723404255	0.38461538461538475	0.7606245404904102
1173	0.08888888888888889	0.22861940770061176	0.4180985120274915	0.2705656897905365	0.1394079742816115	0.6092733340812206	0.4781657220986274	0.5279412958243	0.19907783638601537	0.50849386614186	0.6	0.7247706422018348	0.23271603096504076	0.0	0.20959283908540685	0.12108262108262108	0.27474143803802564	0.0	0.0	0.0	0.07097386873389198	0.0	0.5798286254509915	0.16377833558120639	0.25	0.0	0.0	0.0	0.5119038629572498	0.14154434188800008	0.0	0.5178887567124049	0.0	0.48284872521837996	0.40835816334326536	0.0	0.4238754325259516	0.4615384615384614	0.5775862068965518	0.47096774193548385	0.1904761904761905	0.4615384615384615	0.3305084745762712	0.19999999999999996	0.22222222222222218	0.7847222222222221	0.0	0.015384615384615384	0.0	0.8133333333333338	0.009711768147312044	0.5544554455445547	0.5945945945945947	0.804123711340206	0.19047619047619047	0.4000000000000001	0.3333333333333334	0.25	0.44	0.43835616438356123	0.3333333333333333	0.14999999999999994	0.14943274112834445	0.5077519379844961	0.019083969465648856	0.5504885993485341	0.08292682926829266	0.24324324324324326	0.5826697718943176	0.5614486158970917	0.5822784810126581	0.31818181818181823	0.4672897196261682	0.07801418439716312	0.38461538461538475	0.7054739803512858
1174	0.4777777777777778	0.1080124746311623	0.2731958762886599	0.12783022228293986	0.16999200067080844	0.5992469710567647	0.50091953839896	0.44885640492424894	0.17855441476668915	0.5104348578318204	0.46875	0.6697247706422018	0.32600075756698177	0.0	0.23849912641954876	0.16524216524216515	0.18353254474515387	0.0	0.0	0.0	0.07097386873389198	0.0	0.5691463023692371	0.29325781910411636	0.25	0.0	0.0	0.0	0.5138563769538625	0.13700224845883605	0.0	0.44158338007695824	0.0	0.5060047524474076	0.30040492016196807	0.3333333333333333	0.416955017301038	0.4432234432234431	0.5344827586206897	0.558064516129032	0.23809523809523808	0.38461538461538464	0.44067796610169474	0.19999999999999996	0.11111111111111108	0.837962962962963	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.6600000000000003	0.0527677782278637	0.48514851485148486	0.5405405405405407	0.7010309278350512	0.23809523809523808	0.4000000000000001	0.44444444444444436	0.25	0.32	0.5136986301369859	0.3333333333333333	0.12500000000000008	0.18798625468182253	0.5232558139534885	0.022900763358778626	0.35179153094462545	0.1024390243902439	0.2702702702702702	0.5420653943223774	0.6035769053398371	0.4145569620253165	0.2272727272727273	0.6697819314641744	0.1276595744680851	0.5384615384615384	0.37770863317322356
1175	0.4666666666666667	0.10867218423893486	0.3470790378006873	0.1286109730813243	0.18367381727117113	0.6292910029167602	0.5559079277914302	0.40731741973981117	0.22017464632072242	0.5247760290229622	0.2625	0.5137614678899083	0.3803474900038678	0.0	0.23480925231874678	0.19800569800569787	0.2155508763237753	0.0	0.0	0.0	0.07097386873389198	0.0	0.5976324972539155	0.22851807734266136	0.25	0.0	0.0	0.0	0.5282898782105911	0.19150736960880427	0.0	0.39996226554853276	0.0	0.5619651515842248	0.3713041485216594	0.3333333333333333	0.38408304498269885	0.40293040293040294	0.43103448275862066	0.6064516129032256	0.14285714285714288	0.4615384615384615	0.2627118644067796	0.13333333333333333	0.11111111111111108	0.7893518518518519	0.16666666666666669	0.015384615384615384	0.20000000000000004	0.6933333333333336	0.03841577486767981	0.5148514851485145	0.4684684684684685	0.7628865979381452	0.19047619047619047	0.4000000000000001	0.2820512820512821	0.25	0.39999999999999997	0.5684931506849319	0.3333333333333333	0.12500000000000008	0.17737812393036767	0.6240310077519381	0.011450381679389315	0.3941368078175896	0.1073170731707317	0.2702702702702702	0.6385265652954081	0.5745213647290007	0.5886075949367089	0.27272727272727276	0.4330218068535825	0.07801418439716312	0.38461538461538475	0.7063868116488718
1180	0.13333333333333333	0.11526928175602737	0.28550973711340205	0.13641848276862542	0.24703156668916496	0.3691875140228854	0.4174888786310739	0.30952327347605313	0.17068433679881181	0.505010624091005	0.5875	0.7706422018348624	0.2348224956409114	0.0	0.23387075158795942	0.13960113960113957	0.14042856258128442	0.0	0.0	0.0	0.07097386873389198	0.0	0.3365090441443624	0.23391305582278263	0.25	0.0	0.0	0.0	0.5083979676594644	0.15971271560465614	0.0	0.30631475785957546	0.0	0.4210993192743059	0.3080449232179693	0.3333333333333333	0.6868512110726642	0.5274725274725274	0.37068965517241387	0.7161290322580647	0.14285714285714288	0.2307692307692307	0.24576271186440676	0.46666666666666673	0.13888888888888887	0.8194444444444443	0.16666666666666669	0.015384615384615384	0.4000000000000001	0.5533333333333335	0.02406377150749593	0.5247524752475244	0.3693693693693694	0.7835051546391761	0.14285714285714285	0.10000000000000007	0.24786324786324793	0.5	0.35999999999999993	0.691780821917808	0.3333333333333333	0.10000000000000007	0.149295036646913	0.6879844961240311	0.015267175572519085	0.1986970684039088	0.029268292682926824	0.3783783783783784	0.5422752412239934	0.563903968529516	0.7151898734177216	0.18181818181818185	0.14018691588785046	0.014184397163120565	0.7692307692307694	0.4205656023634971
