index	DT	t вып-обр	t продувка	ПСН гр.	чист расход C	чист расход Cr	чист расход Mn	чист расход Si	чист расход V	температура первая	температура последняя	Ar (интенс.)	эл. энергия (интенс.)	произв жидкая сталь	произв количество обработок	расход газ Ar	сыпуч известь РП	сыпуч кокс пыль УСТК	сыпуч  кокс. мелочь КМ1	сыпуч  шпат плав.	ферспл CaC2	ферспл  FeV-80	ферспл  Mn5Si65Al0.5	ферспл SiMn18	ферспл  фх850А	эл. энергия	химсталь первый Al_1	химсталь первый C_1	химсталь первый Mn_1	химсталь первый N_1	химсталь первый S_1	химсталь первый Ti_1	химсталь первый V_1	химсталь последний Al	химсталь последний C	химсталь последний Ca	химсталь последний Cr	химсталь последний Cu	химсталь последний Mn	химсталь последний Mo	химсталь последний N	химсталь последний Ni	химсталь последний P	химсталь последний S	химсталь последний Si	химсталь последний Ti	химсталь последний V	химшлак первый Al2O3_1	химшлак первый CaO_1	химшлак первый FeO_1	химшлак первый MgO_1	химшлак первый MnO_1	химшлак первый R_1	химшлак первый SiO2_1	химшлак последний Al2O3	химшлак последний CaO	химшлак последний FeO	химшлак последний MgO	химшлак последний MnO	химшлак последний R	химшлак последний SiO2
2395	0.0322180916976456	0.5353535353535354	0.14406378795864583	0.16324487869021737	0.46058415294507676	0.21699508995813419	0.37834764373871943	0.21582973062853344	0.46153991322957144	0.714975845410628	0.6974358974358974	0.16888051206811355	0.18617385487926746	0.21721311475409824	0.0	0.1275404064650344	0.12815298615571227	0.19247779406975382	0.45492481215005187	0.17452830188679247	0.25	0.48064298772232933	0.1642620464349963	0.3973215571002768	0.21739130434782605	0.21081417889781223	0.2	0.5331599479843955	0.4585635359116022	0.42857142857142855	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8446833930704899	0.02857142857142857	0.5716440422322776	0.24675324675324675	0.44529262086514004	0.1	0.5833333333333334	0.2430555555555556	0.27777777777777773	0.4814814814814815	0.8024883359253498	0.5	0.3820224719101124	0.2702702702702703	0.5850694444444445	0.006711409395973154	0.2967914438502674	0.01415929203539823	0.14772727272727276	0.6859756097560976	0.3802816901408451	0.5632911392405064	0.1463414634146341	0.1882716049382716	0.035460992907801414	0.6	0.7386759581881533
2397	0.02973977695167286	0.46464646464646464	0.14750996675451042	0.2660500581795113	0.46230522709691674	0.16608157311099778	0.3845806084176054	0.19614915624227236	0.48818792286551577	0.7053140096618358	0.7102564102564103	0.14082149711799025	0.22872938719426225	0.2418032786885246	0.0	0.1151311482564483	0.12339521993159805	0.19247788625265405	0.4816344856018641	0.169811320754717	0.25	0.5108989075490664	0.14167468475989778	0.40407425674060965	0.1663879598662207	0.2782470229853226	0.2	0.5097529258777634	0.452249408050513	0.35714285714285715	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8434886499402628	0.02857142857142857	0.579185520361991	0.2251082251082251	0.4440203562340968	0.1	0.5416666666666666	0.2569444444444445	0.33333333333333337	0.4814814814814815	0.7807153965785382	0.75	0.4157303370786517	0.2648648648648649	0.5902777777777778	0.016778523489932886	0.28609625668449196	0.028318584070796453	0.14772727272727276	0.7073170731707318	0.4084507042253521	0.6835443037974683	0.2195121951219512	0.22222222222222224	0.05673758865248226	0.4666666666666665	0.8815331010452963
2398	0.028500619578686492	0.45454545454545453	0.15960537887695112	0.16724127887975554	0.5114653552878771	0.23368804630145762	0.4143543839008675	0.28625941179981756	0.4816876378007695	0.7608695652173914	0.7102564102564103	0.20524268559256595	0.20663597858157695	0.2704918032786885	0.0	0.15995286518570243	0.10391217659677822	0.19247779406975382	0.5271398551864335	0.17452830188679247	0.25	0.5035185853791008	0.23051874905996955	0.4327732302120252	0.23411371237458192	0.22126834671836057	0.2	0.47984395318595585	0.452249408050513	0.39285714285714285	0.21621621621621617	0.2857142857142857	0.024096385542168672	0.0425531914893617	0.8279569892473119	0.02857142857142857	0.5776772247360483	0.2727272727272727	0.44529262086514004	0.08333333333333334	0.5416666666666666	0.27777777777777785	0.27777777777777773	0.4814814814814815	0.8055987558320373	0.5	0.3932584269662921	0.23783783783783785	0.6927083333333333	0.020134228187919465	0.26737967914438504	0.023008849557522124	0.1931818181818182	0.6615853658536586	0.3732394366197183	0.6139240506329113	0.17073170731707316	0.27469135802469136	0.07801418439716312	0.5333333333333332	0.7909407665505226
2400	0.02973977695167286	0.494949494949495	0.16899790512872492	0.2809429981173482	0.4340258592109625	0.22450692031262973	0.45576481017947457	0.20575494785671042	0.4749722310594996	0.7028985507246377	0.7128205128205128	0.3621255538382512	0.228296594120308	0.20355191256830588	0.0	0.2585286373092422	0.162801200560569	0.19247779406975382	0.4420645990065867	0.23113207547169812	0.25	0.49589338616017686	0.13414536342364486	0.4766657778741899	0.2249163879598662	0.30815563555801717	0.0	0.5240572171651496	0.43330702446724545	0.3214285714285714	0.18918918918918923	0.2857142857142857	0.03614457831325301	0.02127659574468085	0.8183990442054958	0.014285714285714285	0.5761689291101056	0.2294372294372294	0.4421119592875319	0.06666666666666667	0.4583333333333333	0.27777777777777785	0.22222222222222224	0.4074074074074074	0.7884914463452566	0.5	0.4044943820224719	0.25405405405405407	0.5746527777777778	0.010067114093959734	0.28609625668449196	0.01592920353982301	0.13636363636363638	0.7164634146341464	0.4225352112676057	0.5284810126582279	0.1463414634146341	0.1882716049382716	0.028368794326241138	0.6666666666666666	0.7177700348432057
2401	0.055762081784386616	0.3333333333333333	0.15419960794648285	0.16489099109544422	0.5141065311084098	0.20697931615214016	0.5021509078326429	0.30116053993672887	0.4762719872029712	0.782608695652174	0.7282051282051282	0.25130068868762506	0.22498979611040437	0.24726775956284144	0.0	0.1792577721526353	0.24576936206830743	0.19247779406975382	0.5320860910108431	0.31603773584905664	0.25	0.49736945059417015	0.22449541245769924	0.5222465004464378	0.20735785953177255	0.22673774577679312	0.0	0.4733420026007803	0.4262036306235201	0.2857142857142857	0.45945945945945954	0.14285714285714285	0.03614457831325301	0.0425531914893617	0.8255675029868578	0.09999999999999999	0.5761689291101056	0.2121212121212121	0.44083969465648865	0.06666666666666667	0.4583333333333333	0.2986111111111111	0.22222222222222224	0.5555555555555556	0.8009331259720062	0.5	0.3820224719101124	0.2216216216216216	0.47569444444444453	0.010067114093959734	0.2727272727272727	0.024778761061946902	0.11363636363636362	0.6920731707317074	0.3098591549295775	0.7025316455696203	0.1463414634146341	0.25617283950617287	0.049645390070921995	0.4000000000000001	0.926829268292683
2402	0.028500619578686492	0.3434343434343434	0.16021352807622136	0.10876530785195464	0.4282738424135263	0.1735934034654933	0.32115417385263295	0.24754632353568173	0.46218678260653073	0.7536231884057971	0.7051282051282052	0.2195326578421072	0.21128775208840364	0.19945355191256822	0.0	0.16831783994530033	0.1723220648479886	0.19247779406975382	0.44404309333635056	0.22169811320754718	0.25	0.48137761886920155	0.21244873925315874	0.33823543524736277	0.17391304347826084	0.23047632234837995	0.0	0.5331599479843955	0.47198105761641673	0.2857142857142857	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8387096774193549	0.02857142857142857	0.5731523378582203	0.21645021645021642	0.43956743002544535	0.06666666666666667	0.4166666666666667	0.26388888888888895	0.33333333333333337	0.4444444444444445	0.7900466562986003	0.5	0.3932584269662921	0.2216216216216216	0.4270833333333333	0.02684563758389262	0.2058823529411765	0.024778761061946902	0.13636363636363638	0.603658536585366	0.2887323943661972	0.5189873417721518	0.07317073170731707	0.2993827160493827	0.10638297872340426	0.4666666666666665	0.7770034843205575
2403	0.028500619578686492	0.3939393939393939	0.15609162781269004	0.1961659985539808	0.5108741297380925	0.22450692031262973	0.4479000392971034	0.31383609185405004	0.4697717021382249	0.7463768115942029	0.7307692307692307	0.22272975085249613	0.2505042783648106	0.2390710382513661	0.0	0.16603383814137535	0.2018775341084258	0.19247779406975382	0.5271398551864335	0.20283018867924527	0.25	0.48998912842420383	0.25160042716791564	0.46653672841369037	0.2249163879598662	0.26952367765162005	0.2	0.4681404421326399	0.44593528018942385	0.2857142857142857	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8387096774193549	0.05714285714285714	0.5761689291101056	0.20779220779220775	0.4446564885496184	0.08333333333333334	0.5	0.25000000000000006	0.27777777777777773	0.4814814814814815	0.7947122861586313	0.5	0.3932584269662921	0.17297297297297298	0.513888888888889	0.016778523489932886	0.34759358288770054	0.023008849557522124	0.09090909090909093	0.7926829268292683	0.2887323943661972	0.6360759493670887	0.1463414634146341	0.2777777777777778	0.07801418439716312	0.3333333333333333	0.9303135888501742
2404	0.028500619578686492	0.40404040404040403	0.15061828501925806	0.2729978228971323	0.5345618300364681	0.245373115741784	0.5053877693182447	0.3850630579928885	0.4658288076335501	0.7125603864734299	0.7025641025641025	0.26020718466959525	0.22351816717490114	0.2609289617486338	0.0	0.18004335239092797	0.16196595785367493	0.19247779406975382	0.549892539978718	0.2971698113207547	0.25	0.4850711810243092	0.31333962734118614	0.523934675356521	0.24581939799331098	0.29707837164220435	0.2	0.4356306892067621	0.4277821625887924	0.3214285714285714	0.3243243243243243	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8267622461170848	0.02857142857142857	0.5776772247360483	0.19047619047619044	0.43447837150127233	0.05	0.4583333333333333	0.19444444444444448	0.27777777777777773	0.4814814814814815	0.7884914463452566	0.5	0.3820224719101124	0.1945945945945946	0.5503472222222222	0.01342281879194631	0.31550802139037437	0.03716814159292035	0.1022727272727273	0.7835365853658537	0.31690140845070425	0.6772151898734177	0.1463414634146341	0.2993827160493827	0.04255319148936171	0.4000000000000001	0.9163763066202091
2405	0.04956629491945477	0.26262626262626265	0.15474018528278938	0.17508561778306184	0.40844292186981984	0.23285339848429143	0.4817399548283941	0.2696102257126534	0.4641484516008443	0.7801932367149759	0.7102564102564103	0.19856314570734354	0.22331111471843773	0.18032786885245905	0.0	0.15192248941648845	0.12586602988429474	0.19247779406975382	0.41238718406012853	0.11320754716981131	0.25	0.4826088062542374	0.1958845635969154	0.5019884015254388	0.23327759197324413	0.22950706175574634	0.0	0.5656697009102731	0.42541436464088395	0.3214285714285714	0.24324324324324323	0.14285714285714285	0.03614457831325301	0.02127659574468085	0.8207885304659498	0.014285714285714285	0.5776772247360483	0.21645021645021642	0.4376590330788805	0.05	0.4166666666666667	0.17361111111111113	0.22222222222222224	0.4444444444444445	0.7947122861586313	0.5	0.3932584269662921	0.2108108108108108	0.5086805555555556	0.016778523489932886	0.3770053475935829	0.01061946902654867	0.09090909090909093	0.7774390243902439	0.28169014084507044	0.7056962025316457	0.024390243902439022	0.3148148148148148	0.028368794326241138	0.3333333333333333	0.9477351916376306
2426	0.030978934324659233	0.41414141414141414	0.16825461179809445	0.2163757674181988	0.4023041220024312	0.18027058600282267	0.4644856105456412	0.23034287517160817	0.45545332369660146	0.7028985507246377	0.7256410256410256	0.10207901268139455	0.23340972859148978	0.19535519125683057	0.0	0.109064723082966	0.15551954214485703	0.19247779406975382	0.41238718406012853	0.2735849056603774	0.25	0.4727661093141994	0.15823870983272603	0.4851066524246062	0.18060200668896317	0.32490999723068403	0.0	0.5799739921976593	0.42383583267561165	0.3214285714285714	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.02127659574468085	0.8399044205495818	0.014285714285714285	0.5716440422322776	0.2121212121212121	0.43575063613231557	0.08333333333333334	0.4583333333333333	0.2152777777777778	0.33333333333333337	0.4444444444444445	0.7978227060653188	0.5	0.4044943820224719	0.2216216216216216	0.2517361111111112	0.03355704697986577	0.23796791443850268	0.024778761061946902	0.07954545454545454	0.6158536585365854	0.3098591549295775	0.7373417721518989	0.07317073170731707	0.22839506172839508	0.014184397163120565	0.4000000000000001	0.926829268292683
2427	0.03841387856257745	0.4444444444444444	0.15879451327792418	0.2205518766723593	0.42974361807934575	0.22701086376412824	0.5836074634000581	0.24270718750266476	0.46023639621762913	0.6908212560386473	0.7692307692307693	0.25655112188108664	0.22827552082331823	0.20355191256830588	0.0	0.18699719227803718	0.146494560152512	0.19247779406975382	0.4351398688524132	0.2830188679245283	0.25	0.4781806129522576	0.1416745341764827	0.6066552459506007	0.22742474916387959	0.3262254223206868	0.0	0.5513654096228869	0.4112075769534333	0.35714285714285715	0.21621621621621617	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8482676224611708	0.02857142857142857	0.5761689291101056	0.26839826839826836	0.44529262086514004	0.1	0.4583333333333333	0.22916666666666669	0.22222222222222224	0.4074074074074074	0.7993779160186625	0.5	0.3932584269662921	0.2054054054054054	0.4270833333333333	0.006711409395973154	0.2887700534759359	0.01238938053097345	0.1022727272727273	0.676829268292683	0.3098591549295775	0.8670886075949367	0.1463414634146341	0.11111111111111112	0.05673758865248226	0.5333333333333332	0.9094076655052266
2428	0.0322180916976456	0.5555555555555556	0.15014527995134805	0.23142529676975016	0.3570250856448226	0.1861131207229859	0.41427413113676165	0.19463985742668816	0.4558918409602843	0.6594202898550725	0.7307692307692307	0.12562803415157123	0.23334618699480544	0.1939890710382514	0.0	0.11019945009383318	0.16556456241802137	0.19247779406975382	0.34313988251839284	0.26886792452830194	0.25	0.47326266555236296	0.13263952927307726	0.4344614051221084	0.18645484949832775	0.3227637773469953	0.0	0.6020806241872563	0.4538279400157853	0.3214285714285714	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.02127659574468085	0.8458781362007168	0.014285714285714285	0.5761689291101056	0.30735930735930733	0.4465648854961833	0.18333333333333332	0.4166666666666667	0.23611111111111113	0.27777777777777773	0.4814814814814815	0.786936236391913	0.5	0.3932584269662921	0.2108108108108108	0.5885416666666669	0.0033557046979865775	0.3048128342245989	0.017699115044247784	0.11363636363636362	0.7835365853658537	0.2746478873239437	0.7120253164556962	0.07317073170731707	0.3117283950617284	0.09929078014184396	0.4000000000000001	0.9233449477351917
2429	0.030978934324659233	0.5454545454545454	0.1588620851408879	0.16098860061502393	0.3400320477400818	0.20864861178647248	0.522963124657421	0.266570310301604	0.4598038963434994	0.714975845410628	0.7538461538461538	0.13624311610097434	0.2057849961740437	0.22677595628415292	0.0	0.11294898092785753	0.18259448812189216	0.19247779406975382	0.33918289385886513	0.2971698113207547	0.25	0.47769085885434276	0.18233205624180723	0.5441927742775202	0.20903010033444813	0.3172943782885627	0.0	0.6657997399219767	0.4372533543804262	0.35714285714285715	0.2702702702702703	0.2857142857142857	0.03614457831325301	0.02127659574468085	0.8363201911589009	0.04285714285714285	0.5716440422322776	0.29437229437229434	0.4465648854961833	0.1	0.4166666666666667	0.2847222222222222	0.27777777777777773	0.5185185185185186	0.7931570762052876	0.5	0.3932584269662921	0.24324324324324326	0.5468750000000001	0.0302013422818792	0.40641711229946526	0.008849557522123894	0.11363636363636362	0.7621951219512195	0.2746478873239437	0.699367088607595	0.07317073170731707	0.31790123456790126	0.0921985815602837	0.4000000000000001	0.9198606271777003
2430	0.04460966542750929	0.46464646464646464	0.14406378795864583	0.11908043197974312	0.35845132058791024	0.16357762965949926	0.41949056080364044	0.2085433134651625	0.45066949900187964	0.821256038647343	0.7333333333333333	0.30663196389695896	0.20075652618027326	0.16530054644808734	0.0	0.1959295305430687	0.12586602988429474	0.19247779406975382	0.34808611834280256	0.25000000000000006	0.25	0.467351605676141	0.14619203662818542	0.4395259298523582	0.16387959866220733	0.10038770423705345	0.0	0.6150845253576074	0.44751381215469616	0.39285714285714285	0.24324324324324323	0.14285714285714285	0.03614457831325301	0.0425531914893617	0.8434886499402628	0.014285714285714285	0.5716440422322776	0.264069264069264	0.4433842239185751	0.11666666666666667	0.5	0.25000000000000006	0.3888888888888889	0.4074074074074074	0.8087091757387247	0.25	0.4044943820224719	0.2054054054054054	0.45486111111111116	0.04697986577181208	0.40106951871657753	0.10088495575221237	0.09090909090909093	0.7347560975609757	0.28169014084507044	0.6677215189873418	0.07317073170731707	0.3302469135802469	0.07092198581560284	0.4000000000000001	0.9163763066202091
2431	0.02973977695167286	0.494949494949495	0.1458882355564565	0.189648106962583	0.41874151839982315	0.22450692031262973	0.5551712339852265	0.22337196115047794	0.47370857925334664	0.678743961352657	0.7025641025641025	0.23037052227341956	0.20949622006921526	0.2882513661202185	0.0	0.15989467405694	0.14355745163592562	0.19247779406975382	0.4015054652464272	0.3207547169811321	0.25	0.49343101139010515	0.12812202682137455	0.5779562724791855	0.2249163879598662	0.3329410135696483	0.2	0.5708712613784136	0.42225730071033934	0.42857142857142855	0.18918918918918923	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8399044205495818	0.014285714285714285	0.579185520361991	0.2121212121212121	0.4446564885496184	0.06666666666666667	0.4583333333333333	0.25000000000000006	0.22222222222222224	0.5185185185185186	0.7993779160186625	0.75	0.3932584269662921	0.2594594594594595	0.4774305555555557	0.0302013422818792	0.3021390374331551	0.019469026548672566	0.1022727272727273	0.7378048780487805	0.4647887323943662	0.5759493670886077	0.09756097560975609	0.15123456790123457	0.021276595744680857	0.6	0.7456445993031359
2433	0.028500619578686492	0.5151515151515151	0.14460436529495235	0.15706765477308415	0.3631057575422698	0.2445384679246178	0.4570221034837992	0.18491042268893954	0.458499627157863	0.7028985507246377	0.7205128205128205	0.30969819537814086	0.21285194440678878	0.19262295081967204	0.0	0.19808260230727823	0.13919911340984195	0.19247779406975382	0.33918289385886513	0.1981132075471698	0.25	0.4762147944203494	0.11155785116513124	0.4783539527842732	0.2449832775919732	0.2118526723899197	0.0	0.5994798439531861	0.4419889502762431	0.35714285714285715	0.13513513513513511	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8494623655913979	0.014285714285714285	0.574660633484163	0.16883116883116883	0.440203562340967	0.06666666666666667	0.4583333333333333	0.16666666666666669	0.16666666666666669	0.4074074074074074	0.7931570762052876	0.5	0.3932584269662921	0.21621621621621623	0.5503472222222222	0.0033557046979865775	0.358288770053476	0.01592920353982301	0.1022727272727273	0.8048780487804879	0.3098591549295775	0.6898734177215191	0.07317073170731707	0.2993827160493827	0.028368794326241138	0.4000000000000001	0.9233449477351917
2434	0.028500619578686492	0.48484848484848486	0.14595580782485304	0.19395432127799606	0.3796636092385898	0.2078139639693063	0.521732582274465	0.20145728343267422	0.46175653925348337	0.6811594202898551	0.6871794871794872	0.13497427504721007	0.2292053944883149	0.22540983606557377	0.0	0.11204701843204003	0.1323897392828204	0.19247779406975382	0.36984955597020525	0.339622641509434	0.25	0.4799015544352083	0.11306368531569878	0.5441927742775202	0.20819397993311034	0.2488230407089449	0.0	0.6085825747724318	0.4293606945540647	0.35714285714285715	0.21621621621621617	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8267622461170848	0.014285714285714285	0.574660633484163	0.1774891774891775	0.4433842239185751	0.06666666666666667	0.5	0.2013888888888889	0.22222222222222224	0.5185185185185186	0.8133748055987559	0.5	0.3820224719101124	0.23243243243243242	0.47395833333333337	0.023489932885906045	0.2620320855614974	0.01238938053097345	0.11363636363636362	0.6829268292682927	0.3450704225352113	0.6075949367088608	0.07317073170731707	0.1358024691358025	0.035460992907801414	0.5333333333333332	0.8013937282229965
2435	0.030978934324659233	0.494949494949495	0.14392864382728562	0.1675040558635259	0.36006033815891253	0.23034945503279292	0.46499387805164477	0.1698643336488365	0.4641484516008443	0.717391304347826	0.7076923076923077	0.14071319120482592	0.22089697246282805	0.2185792349726776	0.0	0.11345815330452871	0.14445599025909406	0.19247779406975382	0.3312689165398096	0.39622641509433965	0.25	0.4826088062542374	0.09348784135832033	0.4867948273346895	0.23076923076923075	0.2139988922736084	0.0	0.5994798439531861	0.43646408839779005	0.5	0.21621621621621617	0.2857142857142857	0.03614457831325301	0.02127659574468085	0.8434886499402628	0.014285714285714285	0.5731523378582203	0.14718614718614717	0.43956743002544535	0.05	0.4583333333333333	0.1527777777777778	0.27777777777777773	0.5555555555555556	0.7713841368584761	0.5	0.3707865168539326	0.2	0.4704861111111111	0.006711409395973154	0.3663101604278075	0.021238938053097345	0.11363636363636362	0.7103658536585367	0.2887323943661972	0.6708860759493671	0.2195121951219512	0.3703703703703704	0.04255319148936171	0.4000000000000001	0.9198606271777003
2436	0.03345724907063197	0.4444444444444444	0.1458882355564565	0.1756978033183066	0.3697725715548679	0.22450692031262973	0.5244076744113259	0.25563428922258324	0.4691481501457839	0.6811594202898551	0.7128205128205128	0.18070625015224556	0.22330278370075562	0.2581967213114753	0.0	0.13495977538224296	0.2547943440606525	0.19247779406975382	0.35105385983744836	0.28773584905660377	0.25	0.4882681869412531	0.17028538303726662	0.5458809491876034	0.2249163879598662	0.24252284685682637	0.0	0.6215864759427829	0.43172849250197315	0.35714285714285715	0.24324324324324323	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8375149342891278	0.0857142857142857	0.5761689291101056	0.17316017316017315	0.4446564885496184	0.05	0.5416666666666666	0.18055555555555558	0.22222222222222224	0.4074074074074074	0.791601866251944	0.5	0.42696629213483145	0.2054054054054054	0.37673611111111116	0.03691275167785235	0.2647058823529412	0.023008849557522124	0.1022727272727273	0.6402439024390244	0.28169014084507044	0.6772151898734177	0.09756097560975609	0.2654320987654321	0.049645390070921995	0.3333333333333333	0.926829268292683
2437	0.02973977695167286	0.42424242424242425	0.1609568214068518	0.24629538511640742	0.35317162117361034	0.22868015939846056	0.4666791860978671	0.25904087044758817	0.4650194687386569	0.6256038647342995	0.7076923076923077	0.19114415559504383	0.23746552566266932	0.2568306010928961	0.0	0.14924569749341712	0.13875886130193052	0.19247779406975382	0.3520431070023303	0.2405660377358491	0.25	0.48359511659031584	0.1883553928440775	0.4867948273346895	0.22909698996655517	0.34235668789808915	0.0	0.6267880364109234	0.4435674822415154	0.3214285714285714	0.2702702702702703	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8458781362007168	0.07142857142857142	0.5912518853695325	0.1255411255411255	0.45610687022900775	0.05	0.5	0.13888888888888892	0.27777777777777773	0.5555555555555556	0.8102643856920684	0.5	0.4044943820224719	0.24324324324324326	0.4791666666666667	0.03355704697986577	0.3502673796791444	0.07610619469026549	0.09090909090909093	0.7500000000000001	0.28169014084507044	0.6867088607594938	0.07317073170731707	0.2685185185185185	0.06382978723404255	0.4000000000000001	0.9198606271777003
2439	0.028500619578686492	0.42424242424242425	0.1529157376849787	0.21753061570390927	0.43175489004309864	0.23368804630145762	0.5453268949215783	0.31407911454469495	0.46175653925348337	0.7536231884057971	0.717948717948718	0.3258412575711928	0.23408755208198126	0.19945355191256822	0.0	0.21648554677839363	0.31539065172354064	0.19247779406975382	0.437118363182177	0.22169811320754718	0.25	0.4799015544352083	0.2275070807588344	0.5661390481086026	0.23411371237458192	0.24584602603157021	0.0	0.5578673602080625	0.4175217048145225	0.35714285714285715	0.29729729729729737	0.14285714285714285	0.03614457831325301	0.0425531914893617	0.8351254480286738	0.04285714285714285	0.5822021116138764	0.17316017316017315	0.4472010178117049	0.05	0.4583333333333333	0.18055555555555558	0.27777777777777773	0.4074074074074074	0.8087091757387247	0.5	0.4044943820224719	0.2054054054054054	0.46006944444444453	0.020134228187919465	0.37967914438502676	0.0584070796460177	0.07954545454545454	0.7896341463414634	0.28169014084507044	0.6930379746835442	0.024390243902439022	0.3271604938271605	0.028368794326241138	0.3333333333333333	0.9372822299651568
2440	0.030978934324659233	0.3838383838383838	0.15811879181025745	0.21489813632837607	0.36732788153387114	0.20030213361481078	0.42502800152694253	0.23943277651292286	0.4606688960917589	0.7608695652173914	0.7435897435897436	0.12124543120706763	0.22714714150938495	0.2117486338797814	0.0	0.11235252185804274	0.13875886130193052	0.19247779406975382	0.3718280502999691	0.3490566037735849	0.25	0.47867036705017235	0.1778145537901045	0.444590454582608	0.20066889632107018	0.26211575740792026	0.0	0.6215864759427829	0.4435674822415154	0.35714285714285715	0.4054054054054055	0.14285714285714285	0.03614457831325301	0.0425531914893617	0.8267622461170848	0.04285714285714285	0.583710407239819	0.20779220779220775	0.44529262086514004	0.08333333333333334	0.4583333333333333	0.22222222222222224	0.3888888888888889	0.5185185185185186	0.8024883359253498	0.5	0.4044943820224719	0.2108108108108108	0.4236111111111112	0.010067114093959734	0.3021390374331551	0.019469026548672566	0.11363636363636362	0.6676829268292683	0.295774647887324	0.7436708860759493	0.1463414634146341	0.2438271604938272	0.035460992907801414	0.4000000000000001	0.9337979094076656
2441	0.03345724907063197	0.46464646464646464	0.1507534291506183	0.2885182951551519	0.35175710023206985	0.17860129036849032	0.38008645362767907	0.22046421597469157	0.4628441824152079	0.6497584541062802	0.7205128205128205	0.3726383524966665	0.2429594246951942	0.20765027322404375	0.0	0.23734706643972125	0.27155502490357897	0.19247779406975382	0.35797858999162196	0.34433962264150947	0.25	0.48113274182024407	0.16877954888669905	0.39900973201036005	0.1789297658862876	0.34159512600387704	0.0	0.6488946684005203	0.4546172059984215	0.39285714285714285	0.48648648648648657	0.2857142857142857	0.03614457831325301	0.0425531914893617	0.8255675029868578	0.07142857142857142	0.5852187028657617	0.29437229437229434	0.44529262086514004	0.08333333333333334	0.4583333333333333	0.2986111111111111	0.33333333333333337	0.5925925925925926	0.7931570762052876	0.5	0.3932584269662921	0.23243243243243242	0.5659722222222222	0.01342281879194631	0.2540106951871658	0.007079646017699113	0.125	0.7500000000000001	0.2887323943661972	0.4620253164556962	0.1219512195121951	0.2623456790123457	0.07092198581560284	0.5333333333333332	0.7212543554006968
2442	0.03469640644361834	0.40404040404040403	0.1548077571457531	0.27137685000809153	0.33195380705050276	0.18027058600282267	0.292530687988221	0.30567564571555267	0.46153991322957144	0.6714975845410628	0.7256410256410256	0.35300518464792785	0.21503002548677438	0.22950819672131142	0.0	0.23282270617844306	0.20580158467363652	0.19247779406975382	0.33720439952910125	0.22641509433962265	0.25	0.47965667738625084	0.28171711017926715	0.3078482868658641	0.18060200668896317	0.29700913874273055	0.0	0.6462938881664501	0.4798737174427782	0.2857142857142857	0.29729729729729737	0.14285714285714285	0.03614457831325301	0.0425531914893617	0.8363201911589009	0.02857142857142857	0.5731523378582203	0.1991341991341991	0.43893129770992373	0.08333333333333334	0.4166666666666667	0.22916666666666669	0.4444444444444445	0.4444444444444445	0.8055987558320373	0.5	0.3932584269662921	0.2216216216216216	0.44791666666666674	0.053691275167785234	0.43048128342245995	0.0831858407079646	0.1022727272727273	0.7225609756097562	0.28169014084507044	0.5727848101265823	0.2195121951219512	0.4197530864197531	0.04255319148936171	0.5333333333333332	0.7874564459930314
2444	0.02973977695167286	0.3434343434343434	0.1790661532535982	0.27342097432733037	0.2968394297712454	0.14438072986467734	0.25601568032006944	0.2083514534462323	0.4576286100200505	0.7077294685990339	0.7256410256410256	0.1659699688762495	0.2404132102695878	0.20765027322404375	0.0	0.15312995533830867	0.12586602988429474	0.24133473118653812	0.2580646263385462	0.2735849056603774	0.25	0.47522848408427104	0.18684955869350994	0.27239661375411567	0.1446488294314381	0.3026862364995846	0.0	0.6710013003901172	0.48934490923441193	0.3214285714285714	0.29729729729729737	0.2857142857142857	0.048192771084337345	0.0425531914893617	0.8458781362007168	0.04285714285714285	0.579185520361991	0.25541125541125537	0.4433842239185751	0.1	0.4166666666666667	0.25000000000000006	0.4444444444444445	0.5185185185185186	0.8009331259720062	0.5	0.3932584269662921	0.1945945945945946	0.4687500000000001	0.016778523489932886	0.31016042780748665	0.026548672566371685	0.11363636363636362	0.6890243902439025	0.2887323943661972	0.7531645569620254	0.07317073170731707	0.19135802469135804	0.021276595744680857	0.6666666666666666	0.8118466898954704
